V1_clean	original_metadata	host_group	host_confidence	biosample_organism	manual_host	needs_review	biosample_host	biosample_isolation_source	biosample_organism_field	biosample_title	host_group_broad
SRR14871916	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR11231405	Juglans regia	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR14897549	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR14897558	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR14901856	Amolops jinjiangensis	Amphibian	high	NA	NA	FALSE	NA	NA	NA	NA	Amphibian
SRR11231406	Juglans regia	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15046105	Danio rerio	Ray-finned Fish	high	NA	NA	FALSE	NA	NA	NA	NA	Ray-finned Fish
SRR11231409	Juglans regia	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3712816	Klebsiella pneumoniae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15202433	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15239200	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15239202	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15239204	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15239205	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15239207	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15239212	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15239217	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15239218	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15239221	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15239222	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15239223	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15244436	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15244438	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15251391	Mus musculus	Rodent	high	NA	NA	FALSE	NA	NA	NA	NA	Rodent
SRR22559155	Klebsiella pneumoniae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15292755	Panthera tigris tigris	Feline	high	NA	NA	FALSE	NA	NA	NA	NA	Feline
SRR15292757	Panthera tigris tigris	Feline	high	NA	NA	FALSE	NA	NA	NA	NA	Feline
SRR15335096	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15346293	Mus musculus	Rodent	high	NA	NA	FALSE	NA	NA	NA	NA	Rodent
SRR15346297	Mus musculus	Rodent	high	NA	NA	FALSE	NA	NA	NA	NA	Rodent
SRR527542	Lasius niger	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR23561846	Lepeophtheirus salmonis	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15417111	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15417113	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15420560	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15427056	Mesocricetus auratus	Rodent	high	NA	NA	FALSE	NA	NA	NA	NA	Rodent
SRR15442169	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442172	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442195	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442199	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442200	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442201	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442202	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442203	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442204	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442206	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442207	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442208	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442209	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442210	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442211	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442212	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442213	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442214	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442217	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442218	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442219	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442220	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442221	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442222	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442223	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442224	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442225	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442226	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442233	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442234	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442241	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442242	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442277	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442301	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442302	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442303	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442304	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442305	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442306	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442311	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442313	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442320	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442339	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442340	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442341	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442342	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442344	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442345	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442346	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442347	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442348	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442349	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442350	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442351	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442352	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442355	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442356	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442379	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442390	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442398	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442401	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442402	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442411	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442413	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442414	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442416	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442417	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442418	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442420	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442421	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442422	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442423	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442424	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442425	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442426	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442427	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442428	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442429	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442431	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442432	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442433	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442434	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442438	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442442	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442444	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442447	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442452	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442455	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442456	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442458	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442459	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442465	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442467	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442468	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442469	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442470	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442483	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442484	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442485	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442486	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442487	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442488	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442489	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442490	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442514	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442515	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442516	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442517	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442518	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442519	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442520	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442522	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442523	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442524	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442525	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442527	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442528	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442529	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442530	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442531	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442533	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442534	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442535	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442536	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442538	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442540	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442541	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442542	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442543	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442545	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442555	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442571	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442578	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442579	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442580	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442581	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442582	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442590	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442604	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442642	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442643	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442644	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442645	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442646	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442647	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442648	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442649	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442653	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442655	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442656	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442657	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442658	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442659	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442660	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442661	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442662	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442679	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442692	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442698	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442699	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442703	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442706	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442721	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442744	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442746	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442751	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442756	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442758	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442760	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442768	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442771	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442772	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442779	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442785	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442788	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442789	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442790	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442792	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442795	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442796	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442797	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442801	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442803	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442808	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442810	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442811	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442814	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442815	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442816	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442817	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442818	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442819	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442820	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442821	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442822	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442823	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442825	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442826	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442827	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442828	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442829	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442830	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442831	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442832	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442833	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442834	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442836	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442837	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442839	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442888	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442889	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442890	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442891	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442892	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442893	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442895	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442896	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442897	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442898	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442899	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442900	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442901	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442902	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442903	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442904	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442910	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442912	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442913	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442914	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442919	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442921	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442926	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442928	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442929	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442930	viral metagenome	Human	manual	NA	Human	FALSE	NA	NA	NA	NA	Human
SRR15442931	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442933	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442934	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442935	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR15442936	viral metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
