cluster_number	centroid	host_group	status	aln_best_pct_id	blastn_best_pct_id	best_pct_id	best_hit_name	taxonomy_level
420	SRR15719350Score=640.206_Edges=273_217_219_83_Position=700_Alignment=40M1I224M3D68M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Metagenome	ncbi_virus	NA	92.451	92.451	Human papillomavirus 16	known_species
421	DRR472276Score=633.621_Edges=41_3_Position=1640_Alignment=162M2D101M1D68M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	89.431	89.431	human papillomavirus 32	new_species
422	SRR5091621Score=466.057_Edges=7_5_Position=77_Alignment=12I40M4D221M1D70M1D32M26D_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Cervus papillomavirus 2	known_species
423	DRR452111_551228_ka_f_11.322_L_1153038_L_1153038_L_1153038_L_1153038_:96-1262	Bovine	novel	NA	NA	NA	NA	no_hit
424	ERR10188000_14388_ka_f_7.200_:24-1178	Bovine	ncbi_virus	NA	99.827	99.827	Bos taurus papillomavirus 42	known_species
425	ERR10188005_2059_ka_f_66.408_L_248824_L_121872_:0-1169	Bovine	ncbi_virus	NA	98.118	98.118	Bos taurus papillomavirus 35	known_species
426	ERR10188141_469_ka_f_6.613_:57-1223	Bovine	ncbi_virus	NA	99.421	99.421	Bos taurus papillomavirus 25	known_species
427	ERR10188168_21985_ka_f_10.044_:57-1223	Bovine	ncbi_virus	NA	99.571	99.571	Bos taurus papillomavirus 43	known_species
428	ERR10188194_1064_ka_f_7.233_:75-1259	Bovine	blastn	NA	99.831	99.831	Bovine papillomavirus	known_species
429	ERR11203034_1777053_ka_f_63.038_L_37487_L_3775396_L_3775396_L_6457555_:123-1298	Canine	ncbi_virus	NA	100	100	Canis familiaris papillomavirus 19	known_species
430	ERR11203045_133039_ka_f_28.897_L_133039_L_5248402_L_133039_:114-1301	Canine	novel	NA	NA	NA	NA	no_hit
431	ERR11213956_1223340_ka_f_1882.574_L_2167026_L_2167027_L_6289913_L_6289914_:108-1289	Canine	novel	NA	73.862	73.862	Canis familiaris papillomavirus 13	new_species
432	ERR11256482_164724_ka_f_87.330_L_8756602_L_8756602_:150-1340	Canine	ncbi_virus	NA	100	100	Papillomavirus canis7747	known_species
433	ERR1332599_169709_ka_f_10.020_:123-1325	Metagenome	ncbi_virus	NA	99.75	99.75	Gammapapillomavirus 16	known_species
434	ERR140752_666_ka_f_5.792_L_11549_:42-1232	Other	ncbi_virus	NA	99.748	99.748	human papillomavirus 86	known_species
435	ERR2402892_333014_ka_f_22.162_L_333014_L_333014_:72-1274	Ray-finned Fish	ncbi_virus	NA	100	100	Papillomavirus gadus5887	known_species
436	ERR2850471_12432_ka_f_9.200_L_12432_L_12432_:213-1511	Ray-finned Fish	ncbi_virus	NA	100	100	Papillomavirus gadus6361	known_species
437	ERR2985417_92987_ka_f_10.325_L_92987_L_92987_:51-1226	Bovine	novel	NA	NA	NA	NA	no_hit
438	ERR3674534_4073_ka_f_123.761_L_4073_L_4073_:93-1292	Metagenome	ncbi_virus	NA	98.916	98.916	Gammapapillomavirus 23	known_species
439	ERR3974442_21144_ka_f_6.489_:69-1241	Human	ncbi_virus	NA	99.488	99.488	Papillomavirus homo7334	known_species
440	ERR3974502_83072_ka_f_13.741_:105-1319	Human	ncbi_virus	NA	99.094	99.094	human papillomavirus 129	known_species
441	ERR7256387_570539_ka_f_48.802_L_570539_L_570539_:126-1301	Mustelid	novel	NA	73.493	73.493	Ursus maritimus papillomavirus 1	new_species
442	ERR906889_6410_ka_f_95.301_L_268547_:3-1184	Human	ncbi_virus	NA	99.831	99.831	human papillomavirus 83	known_species
443	SRR10002740_3654_ka_f_76.434_L_3654_L_3654_:132-1337	Metagenome	ncbi_virus	NA	99.336	99.336	Gammapapillomavirus 15	known_species
444	SRR11482376_289139_ka_f_17.565_L_289139_L_289139_:138-1322	Porcine	ncbi_virus	NA	99.831	99.831	Sus scrofa papillomavirus 1	known_species
445	SRR11569199_2444_ka_f_28.016_L_2444_L_2444_:72-1277	Bovine	novel	NA	77.483	77.483	Bos taurus papillomavirus	new_species
446	SRR11657643_297240_ka_f_9.000_:45-1235	Ovine	novel	NA	NA	NA	NA	no_hit
447	SRR12173160_2155536_ka_f_28.989_L_951382_L_2150522_L_2150522_:72-1289	Human	ncbi_virus	NA	99.507	99.507	Gammapapillomavirus 22	known_species
448	SRR12173447_1876530_ka_f_13.884_L_1649622_L_1717896_L_1762490_:0-1175	Human	ncbi_virus	NA	99.83	99.83	Gammapapillomavirus 8	known_species
449	SRR12604243_44526_ka_f_48.654_:57-1349	Reptile	novel	NA	NA	NA	NA	no_hit
450	SRR12851781_28432_ka_f_47.228_L_28432_L_28432_:72-1259	Ray-finned Fish	novel	NA	77.131	77.131	Papillomavirus gadus5887	new_species
451	SRR13318616_110537_ka_f_17.398_L_110537_L_110537_:120-1298	Rodent	novel	NA	NA	NA	NA	no_hit
452	SRR13516717_19050_ka_f_61.571_L_19050_L_3319755_L_19050_:120-1307	Non-human Primate	novel	NA	NA	NA	NA	no_hit
453	SRR13725762_11048_ka_f_14.440_:63-1160	Human	ncbi_virus	NA	99.271	99.271	Human papillomavirus	known_species
454	SRR13726053_14966_ka_f_22.807_L_14966_L_14966_:90-1301	Human	novel	NA	77.365	77.365	Gammapapillomavirus 12	new_species
455	SRR13789150_5072_ka_f_26.618_L_5072_L_5072_:75-1280	Human	ncbi_virus	NA	94.855	94.855	Human papillomavirus	known_species
456	SRR13789197_34606_ka_f_102.683_L_34606_L_34606_:129-1334	Human	novel	NA	88.889	88.889	Human papillomavirus	new_species
457	SRR13789345_2995_ka_f_114.189_L_2995_L_2995_:90-1301	Human	ncbi_virus	NA	99.009	99.009	Human papillomavirus	known_species
458	SRR13789839_2669_ka_f_16.185_:138-1343	Human	novel	NA	81.909	81.909	Human papillomavirus	new_species
459	SRR13838923_20137_ka_f_17.341_L_1043447_:75-1259	Metagenome	ncbi_virus	NA	100	100	human papillomavirus 73	known_species
460	SRR14864829_83990_ka_f_8.315_:102-1340	Reptile	novel	NA	NA	NA	NA	no_hit
461	SRR17247091_3604_ka_f_296.960_L_9661_L_14864_L_41109_:174-1382	Bat	ncbi_virus	NA	100	100	Molossus molossus papillomavirus type 2	known_species
462	SRR17539867_19798_ka_f_6.162_:60-1226	Human	ncbi_virus	NA	100	100	Felis catus papillomavirus type 5	known_species
463	SRR17635687_4974_ka_f_12.931_:135-1343	Human	ncbi_virus	NA	99.752	99.752	human papillomavirus 103	known_species
464	SRR18483580_11128_ka_f_10.434_:273-1457	Canine	novel	NA	78.243	78.243	Papillomavirus canis7118	new_species
465	SRR18964693_6662_ka_f_27.516_L_6662_L_6662_:51-1229	Human	ncbi_virus	NA	99.915	99.915	human papillomavirus 40	known_species
466	SRR19174525_18408_ka_f_51.839_L_18408_L_18408_:72-1262	Porcine	novel	NA	NA	NA	NA	no_hit
467	SRR2037083_1822_ka_f_10.615_L_1822_L_1822_:90-1283	Human	ncbi_virus	NA	99.665	99.665	human papillomavirus 162	known_species
468	SRR2063938_281_ka_f_16.593_L_2781_:57-1235	Bat	novel	NA	83.587	83.587	Rhinolophus bat papillomavirus 3	new_species
469	SRR21747305_50680_ka_f_25.505_L_50680_L_50680_:123-1331	Human	ncbi_virus	NA	100	100	Human papillomavirus type 185	known_species
470	SRR21973332_1295345_ka_f_20.333_L_1322824_L_1501830_L_1344659_:81-1304	Human	ncbi_virus	NA	99.673	99.673	Human papillomavirus	known_species
471	SRR21973340_110897_ka_f_9.651_L_255556_L_291184_L_916214_:78-1292	Human	novel	NA	79.47	79.47	Human papillomavirus	new_species
472	SRR21974026_749998_ka_f_15.960_L_310508_:126-1334	Human	novel	NA	86.33	86.33	Gammapapillomavirus 15	new_species
473	SRR22071710_10491_ka_f_153.484_L_10491_L_10491_:78-1268	Rodent	ncbi_virus	NA	99.748	99.748	Rodent papillomavirus	known_species
474	SRR22230828_361087_ka_f_43.540_L_356085_L_154208_L_415828_:123-1346	Human	ncbi_virus	NA	98.201	98.201	Human papillomavirus	known_species
475	SRR22244709_865304_ka_f_16.913_L_1191908_:129-1346	Human	ncbi_virus	NA	99.918	99.918	Human papillomavirus	known_species
476	SRR22462890_3690719_ka_f_51.301_L_1399759_L_16681948_:96-1316	Human	ncbi_virus	NA	93.443	93.443	Human papillomavirus 152	known_species
477	SRR22462917_215720_ka_f_16.636_:0-1187	Human	ncbi_virus	NA	97.978	97.978	Human papillomavirus	known_species
478	SRR22574286_11354_ka_f_13.000_L_11354_L_11354_:66-1259	Other	ncbi_virus	NA	100	100	Human papillomavirus type 63	known_species
479	SRR22765706_5169_ka_f_9.756_L_2876517_:87-1271	Human	ncbi_virus	NA	98.395	98.395	Human papillomavirus	known_species
480	SRR22983739_51441_ka_f_76.219_L_51441_L_51441_:105-1328	Human	ncbi_virus	NA	91.496	91.496	Human papillomavirus	known_species
481	SRR24580097_0_ka_f_65.113_L_0_L_0_:45-1223	Other	blastn	NA	100	100	Leptonychotes weddellii papillomavirus 10	known_species
482	SRR25256591_49069_ka_f_16.207_L_49069_L_49069_:51-1241	Pangolin	ncbi_virus	NA	96.809	96.809	Manis javanica papillomavirus 1	known_species
483	SRR25256617_433822_ka_f_28.843_L_433822_L_433822_:51-1241	Pangolin	novel	NA	76.157	76.157	Manis javanica papillomavirus 1	new_species
484	SRR25288484_878644_ka_f_55.729_L_1425105_L_871165_L_1609339_:57-1253	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
485	SRR25288499_1323237_ka_f_21.373_L_1387535_L_1392508_:117-1295	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
486	SRR25288502_23147_ka_f_9.145_:0-1163	Bat	ncbi_virus	NA	99.914	99.914	Bat papillomavirus	known_species
487	SRR25288568_3883_ka_f_11.586_:150-1337	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
488	SRR25288618_46896_ka_f_12.019_L_601136_:0-1169	Bat	ncbi_virus	NA	100	100	Scotophilus kuhlii papillomavirus 1	known_species
489	SRR25288701_5279_ka_f_27.563_L_479492_L_608490_L_175015_:225-1412	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
490	SRR25288734_38715_ka_f_18.608_:96-1286	Bat	ncbi_virus	NA	100	100	Rhinolophus bat papillomavirus 1	known_species
491	SRR25288751_220243_ka_f_18.475_L_240373_L_299617_:0-1148	Bat	novel	NA	68.957	68.957	Pipistrellus kuhlii papillomavirus	new_species
492	SRR25288764_68983_ka_f_24.067_:297-1475	Bat	novel	NA	NA	NA	NA	no_hit
493	SRR25288772_35759_ka_f_36.887_L_546643_L_493319_:0-1142	Bat	ncbi_virus	NA	100	100	Rhinolophus bat papillomavirus 1	known_species
494	SRR25288803_6690_ka_f_57.048_L_16925_L_1102721_L_222594_:81-1265	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
495	SRR25288805_3846_ka_f_28.631_:321-1505	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
496	SRR25288841_314141_ka_f_14.768_L_311170_L_463990_L_620599_L_1765121_:87-1283	Bat	novel	NA	84.942	84.942	Bat papillomavirus	new_species
497	SRR25936490_33_ka_f_59.053_L_196390_L_197165_L_197165_:99-1301	Human	ncbi_virus	NA	99.251	99.251	Human papillomavirus	known_species
498	SRR25936499_8999_ka_f_46.135_L_8999_L_8999_:132-1325	Human	ncbi_virus	NA	97.821	97.821	Gammapapillomavirus 18	known_species
499	SRR25936507_9947_ka_f_591.492_L_9947_L_9947_:93-1304	Human	ncbi_virus	NA	98.596	98.596	Human papillomavirus	known_species
500	SRR26458553_28983_ka_f_21.565_:72-1277	Human	novel	NA	86.518	86.518	Human papillomavirus	new_species
501	SRR26848481_1616_ka_f_17.765_L_1616_L_1616_:72-1274	Human	ncbi_virus	NA	99.501	99.501	Human papillomavirus	known_species
502	SRR26848490_36373_ka_f_12.551_L_110108_:93-1298	Human	blastn	NA	98.836	98.836	Gammapapillomavirus 25	known_species
503	SRR27078594_408957_ka_f_90.105_L_408957_L_408957_:141-1331	Human	ncbi_virus	NA	99.328	99.328	Human papillomavirus	known_species
504	SRR27078796_8244_ka_f_5.200_:129-1337	Human	ncbi_virus	NA	96.432	96.432	Human papillomavirus	known_species
505	SRR4201716_3062_ka_f_6.631_L_293822_L_444517_:174-1385	Bat	ncbi_virus	NA	100	100	Molossus molossus papillomavirus 1	known_species
506	SRR4201716_5799_ka_f_48.908_L_5799_L_5799_:93-1304	Bat	ncbi_virus	NA	100	100	Papillomavirus molossus8160	known_species
507	SRR5447148_94_ka_f_23.719_:87-1277	Rodent	ncbi_virus	NA	100	100	Rodent papillomavirus	known_species
508	SRR5447154_114_ka_f_19.439_L_114_L_114_:81-1283	Rodent	ncbi_virus	NA	100	100	Papillomavirus sorex7569	known_species
509	SRR7687863_896_ka_f_67.115_L_895_L_3296_L_1617_:81-1265	Human	ncbi_virus	NA	95.777	95.777	Human papillomavirus	known_species
510	SRR7687899_1840_ka_f_28.919_L_19650_L_37894_:123-1322	Human	ncbi_virus	NA	98.916	98.916	human papillomavirus 137	known_species
511	SRR7688009_1074_ka_f_63.309_L_2380_L_1122_:123-1322	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
512	SRR7688413_182_ka_f_191.715_L_543_L_413_:99-1298	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
513	SRR7688486_5_ka_f_1139.712_L_235_L_26_:135-1340	Human	ncbi_virus	NA	99.336	99.336	Gammapapillomavirus 18	known_species
514	SRR7688494_11232_ka_f_23.586_L_212923_:105-1319	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
515	SRR7688499_675_ka_f_24.319_L_34382_:0-1154	Human	ncbi_virus	NA	99.74	99.74	Human papillomavirus	known_species
516	SRR7688519_11_ka_f_53.228_L_11_L_11_:69-1286	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
517	SRR7688770_2363_ka_f_15.940_L_25874_L_30376_L_30398_:0-1085	Human	ncbi_virus	NA	99.72	99.72	Human papillomavirus	known_species
518	SRR7688916_1097_ka_f_32.538_L_510_L_29664_L_439_L_28836_:72-1196	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
519	SRR7688916_363_ka_f_30.341_L_13835_L_23380_:144-1355	Human	ncbi_virus	NA	99.257	99.257	Human papillomavirus	known_species
520	SRR7802337_11018_ka_f_19.304_L_11018_L_11018_:99-1208	Human	novel	NA	81.021	81.021	Human papillomavirus	new_species
521	SRR7992538_150_ka_f_36.841_L_295_L_462_L_19562_:138-1343	Human	ncbi_virus	NA	99.834	99.834	Human papillomavirus	known_species
522	SRR8509908_14_ka_f_6.700_:72-1274	Human	ncbi_virus	NA	97.171	97.171	Human papillomavirus	known_species
523	SRR9179401_3119_ka_f_14.344_:99-1280	Human	ncbi_virus	NA	99.746	99.746	Human papillomavirus type XS2	known_species
524	SRR9965440_96_ka_f_12.807_:72-1271	Human	ncbi_virus	NA	98.832	98.832	Gammapapillomavirus 12	known_species
526	SRR7992840Score=547.431_Edges=22243_22247_45345_45343_80869_80871_92347_92349_16519_16517_52623_17673_18273_47027_35183_35185_331_94445_10735_10737_44763_101309_17707_1479_1485_1483_1479_17707_101309_44763_10737_10735_94445_331_35185_35183_47027_18273_17671_16517_52623_17673_18273_47027_35183_35185_331_94445_10735_10737_44763_101309_17707_1479_1485_56489_94621_48933_Position=312_Alignment=40M1I82M1I89M109I47M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	NA	NA	NA	no_hit
527	SRR6442953Score=612.372_Edges=49075_73621_75089_26281_54711_73621_75089_26281_64337_64339_Position=2133_Alignment=40M1I82M1I110M37I26M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	NA	NA	NA	no_hit
528	SRR5832142Score=393.567_Edges=79_629_31_473_475_497_671_673_343_489_677_467_469_437_295_239_237_249_315_311_715_695_419_415_519_135_349_613_241_243_103_369_365_447_329_Position=16_Alignment=6M1I34M7I32M1I49M11I37M5D95M12D66M36I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Ray-finned Fish	ncbi_virus	NA	99.309	99.309	Papillomaviridae sp. Haddock_c45	known_species
529	ERR3974446Score=633.869_Edges=149899_Position=5955_Alignment=40M2I122M1D95M7I8M3I70M5I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.109	99.109	human papillomavirus 168	known_species
530	SRR22230827Score=658.046_Edges=146387_14131_14127_453173_106971_117483_384463_446051_446047_425421_Position=26_Alignment=40M1I82M1I136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	89.167	89.167	human papillomavirus 24	new_species
531	SRR7687875Score=641.908_Edges=86409_35993_1683_98053_98057_40123_40121_10011_10007_129151_97679_24017_58097_78241_102791_102795_51163_105523_105527_28903_101761_101763_77299_17619_Position=91_Alignment=40M2I122M1D95M6I8M4I70M4I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.78	98.78	Human papillomavirus	known_species
532	SRR22230838Score=624.657_Edges=69441_69443_42629_111735_63175_63171_62103_59473_59471_106117_Position=85_Alignment=40M2I81M1I41M1D95M8I8M2I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.778	98.778	Gammapapillomavirus 11	known_species
533	SRR6442963Score=662.329_Edges=6961_7563_2737_2739_3495_Position=1488_Alignment=40M1I81M1D136M10I8M2I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	84.809	84.809	human papillomavirus 25	new_species
534	SRR13789903Score=656.822_Edges=104815_76619_Position=12_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	89.315	89.315	human papillomavirus 20	new_species
535	SRR7688794Score=658.392_Edges=58089_68145_2997_2999_2799_16935_42899_21725_Position=14_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	blastn	NA	90.976	90.976	human papillomavirus 12	known_species
536	SRR7992617Score=661.296_Edges=134777_134775_87101_15143_135543_86879_86883_53599_126461_126459_11701_116753_116751_Position=24_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	blastn	NA	90.848	90.848	human papillomavirus 12	known_species
537	ERR3974446Score=658.813_Edges=89349_138819_49301_266481_Position=401_Alignment=40M2I81M1D40M2D94M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	88.159	88.159	human papillomavirus 47	new_species
538	SRR3184246Score=654.122_Edges=407429_407427_502389_933_935_1310159_185105_185109_887519_772017_465743_886083_560889_560887_Position=137_Alignment=40M1I81M1D40M1D95M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	88.527	88.527	Human papillomavirus	new_species
539	SRR26848459Score=648.251_Edges=21_Position=3161_Alignment=40M2I81M1D136M7I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.754	99.754	Papillomavirus panthera7600	known_species
540	SRR7688027Score=652.536_Edges=47247_60073_35101_11083_Position=58_Alignment=258M5I8M1I70M5I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.754	99.754	Human papillomavirus	known_species
541	SRR26848472Score=648.183_Edges=43_85_Position=3618_Alignment=258M5I8M1I70M4I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	75.041	75.041	Human papillomavirus	new_species
542	ERR11836052Score=649.062_Edges=2461409_972095_155701_Position=1425_Alignment=40M1D80M1D136M7I8M3I70M1I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	89.191	89.191	Human papillomavirus 138	new_species
543	SRR13789172Score=645.947_Edges=189405_Position=3114_Alignment=40M1I81M1D41M1I95M7I8M2I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	80.556	80.556	Human papillomavirus type 198	new_species
544	SRR7687982Score=663.518_Edges=63979_63975_136613_102673_113931_100043_113877_3673_55295_69351_43191_24379_116905_116907_109487_39973_39977_148497_27371_45533_45529_69383_51181_51183_124583_55065_118723_87183_87185_87321_87317_20903_20899_149835_149837_147223_147217_97573_63899_45387_130547_130543_7985_7517_58689_58685_132611_85719_85717_72255_84795_84797_11889_139993_139991_64935_64931_10575_144551_139347_133985_101905_94067_94065_56677_5559_97649_124885_66723_110631_24151_162919_162917_154339_8803_13355_13351_62615_62619_61843_61847_68709_68713_102491_85255_85259_104109_28687_9921_84159_115307_99477_99479_130487_145735_14889_14891_48091_48089_45683_59807_87857_25019_118937_118935_115849_81829_81825_59693_59695_149729_52465_121109_159019_159023_151695_74839_38985_2801_58487_58491_96529_152961_73643_69693_69691_12195_156075_28997_6111_11493_66349_66345_86249_86247_40509_40507_26849_26853_114649_153677_12545_75029_75031_78875_147135_83471_71145_71141_35761_929_126459_126455_139015_94187_55625_124161_87707_126651_67319_67315_84921_23619_33333_33329_132211_109901_109905_54147_12967_56493_29241_100641_100635_101787_141547_141543_74359_74355_127933_67895_67897_30305_70739_70741_35381_35375_93289_69943_157485_160143_160147_137709_152891_152897_87495_85173_155651_155657_90469_48801_89945_125961_116589_61249_11525_115001_81091_6047_3971_3975_88067_139111_139109_57771_62733_94429_153617_51549_11877_11873_32617_68345_125553_160089_160087_140427_36187_49151_77453_77457_132307_156563_115911_55673_55675_37521_30473_26791_99763_19985_90259_90257_119093_67457_67459_13331_60053_60057_30033_96883_22181_119993_155193_45997_45999_105799_56011_151339_151343_995_14191_93443_73959_122901_122899_101679_101673_7497_19227_96317_83019_25009_25007_119819_38221_69805_6227_49715_49717_111629_135909_135905_101769_30583_30587_39281_83721_147607_147609_159843_69655_154559_154561_100773_96805_90223_90225_43913_146649_67495_134869_39499_162177_98589_138959_30645_30649_64277_139129_Position=4_Alignment=40M1I82M1I136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	83.361	83.361	Human papillomavirus type 49	new_species
545	SRR7688505Score=664.8_Edges=121595_122817_122811_95289_16539_148831_101681_105189_94775_82345_82347_19669_133049_133053_77191_29323_29319_6863_127375_Position=0_Alignment=40M1I218M2I8M4I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	95.197	95.197	Human papillomavirus	known_species
546	SRR13726053Score=654.042_Edges=196821_561127_565215_7581_326757_Position=707_Alignment=40M1I81M1D40M1I96M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	88.075	88.075	Human papillomavirus;Human papillomavirus 122	new_species
547	SRR27078656Score=607.919_Edges=47_45_Position=4370_Alignment=40M2I121M2D95M4I8M1I70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	86.079	86.079	Human papillomavirus 179	new_species
548	ERR3209880Score=649.198_Edges=151_83_19_137_235_239_241_5_Position=1289_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Metagenome	novel	NA	88.284	88.284	Human papillomavirus 111	new_species
549	SRR6442956Score=660.793_Edges=23227_28303_11573_11569_5453_4781_4779_18015_Position=60_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	84.622	84.622	human papillomavirus 12	new_species
550	SRR7687884Score=646.061_Edges=5033_3329_113_3015_Position=283_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	85.572	85.572	Human papillomavirus 15	new_species
551	SRR25288745Score=628.557_Edges=290101_Position=1762_Alignment=40M1D81M3I144M2I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Bat	novel	NA	79.555	79.555	Papillomavirus rhinolophus8112	new_species
552	SRR6442906Score=651.695_Edges=14121_26719_26721_2477_Position=149_Alignment=40M1I226M2I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	NA	NA	NA	no_hit
553	SRR7688513Score=617.383_Edges=67_65_Position=4234_Alignment=122M2I39M2D103M2I70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
554	SRR7287193Score=561.411_Edges=9_Position=2579_Alignment=40M1D80M1D40M2I96M3I8M3I69M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Bovine	ncbi_virus	NA	100	100	Bovine papillomavirus	known_species
555	SRR6442992Score=637.458_Edges=31_35_117_113_Position=59_Alignment=40M1I81M1D136M7I6M2D69M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	100	100	Betapapillomavirus 2	known_species
556	SRR7122346Score=661.05_Edges=31_29_93_73_87_197_157_153_213_139_177_91_83_67_65_49_141_111_17_19_129_133_51_63_61_183_185_207_27_Position=269_Alignment=40M1D80M1D39M2D95M5I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Rodent	ncbi_virus	NA	99.832	99.832	Papillomavirus apodemus7726	known_species
557	DRR472523Score=644.598_Edges=497_505_503_Position=398_Alignment=40M1I224M1D71M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	blastn	NA	91.062	91.062	human papillomavirus 35	known_species
558	ERR1992808Score=524.986_Edges=17_Position=2_Alignment=15D25M1I82M1I41M1I95M7I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Other	ncbi_virus	NA	100	100	Tursiops truncatus papillomavirus 2	known_species
559	SRR22071720Score=637.837_Edges=11_43_89_91_45_71_Position=12_Alignment=40M1D225M1I68M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Rodent	ncbi_virus	NA	93.059	93.059	Rattus norvegicus papillomavirus 3	known_species
560	ERR10188014Score=575.246_Edges=21_Position=1781_Alignment=40M2D222M1D71M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Bovine	novel	NA	NA	NA	NA	no_hit
561	SRR21838350Score=632.286_Edges=11_9_13_Position=942_Alignment=40M1I122M2D101M1D69M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Non-human Primate	ncbi_virus	NA	100	100	Pan troglodytes papillomavirus 1	known_species
562	SRR8509862Score=634.492_Edges=39_61_11_7_45_47_27_Position=45_Alignment=40M1D223M1D69M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	96.41	96.41	Human papillomavirus type 6	known_species
563	SRR17140449Score=612.795_Edges=25_27_15_17_Position=2364_Alignment=40M1I75M2D45M1D101M2D68M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Metagenome	ncbi_virus	NA	99.571	99.571	Human papillomavirus type 57b	known_species
564	ERR10188130_181255_ka_f_81.549_L_472181_L_3462390_L_25663_L_3125870_:156-1325	Bovine	ncbi_virus	NA	100	100	Bos taurus papillomavirus	known_species
565	ERR10188171_3724_ka_f_9.505_:90-1271	Bovine	novel	NA	76.697	76.697	Bos taurus papillomavirus 36	new_species
566	ERR10641060_1639001_ka_f_42.562_L_1639001_L_1639001_:81-1301	Other	ncbi_virus	NA	99.754	99.754	Human papillomavirus	known_species
567	ERR10857002_3475_ka_f_17.107_L_3475_L_3475_:90-1283	Human	ncbi_virus	NA	99.581	99.581	human papillomavirus 166	known_species
568	ERR11041653_80604_ka_f_7.471_L_810287_:102-1319	Other	ncbi_virus	NA	99.671	99.671	Human papillomavirus	known_species
