V1	X	node	branch.length	isTip	x	y	branch	angle	x10	status	generalization	broader_gen	specific_species	X.1	lib	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47
MZ570863.1_99_1406_1	2181	1068	0.883977228	TRUE	5.707855148	63	5.265866534	20.43243243	Centropristis_striata_associated	ncbi	Ray-finned Fish	Ray-finned Fish	Centropristis_striata_associated	Centropristis_striata_associated	MZ570863.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
FM955837.2_57_1286_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BK066485.1_87_1316_1	1523	384	0.091255217	TRUE	6.264854161	901	6.219226553	292.2162162	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	BK066485.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JX413105.1_105_1334_1	1449	309	0.275404906	TRUE	6.601229018	1021	6.463526565	331.1351351	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	JX413105.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KF006398.1_105_1334_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX413106.1_132_1361_1	1518	379	0.141353815	TRUE	6.433951362	910	6.363274455	295.1351351	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	JX413106.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MK124621.1_78_1310_1	1627	500	0.140681531	TRUE	6.173864477	754	6.103523712	244.5405405	Dyoxipapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	MK124621.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GQ845441.1_60_1292_1	1520	382	0.032286915	TRUE	6.281451133	906	6.265307676	293.8378378	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	GQ845441.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
BK066797.1_69_1304_1	1778	654	0.473807605	TRUE	6.259078288	622	6.022174486	201.7297297	Omikronpapillomavirus	ncbi	Cetacean	Cetacean	Sousa_chinensis	Sousa_chinensis_associated	BK066797.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KC862317.1_87_1319_1	1515	380	0.118189602	TRUE	6.30502786	907	6.245933059	294.1621622	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	KC862317.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MG905161.1_171_1403_1	1778	653	0.216479408	TRUE	6.001750092	621	5.893510388	201.4054054	Omikronpapillomavirus	ncbi	Cetacean	Cetacean	Tursiops_truncatus	Tursiops_truncatus_associated	MG905161.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KP692116.1_102_1334_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BK066876.1_99_1316_1	1771	657	1.289061597	TRUE	6.307593183	617	5.663062385	200.1081081	Sousa_chinensis_associated	ncbi	Cetacean	Cetacean	Sousa_chinensis_associated	Sousa_chinensis_associated	BK066876.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
BK066746.1_54_1271_1	2166	1061	0.87667338	TRUE	4.943728723	41	4.505392033	13.2972973	Xiphophorus_birchmanni_associated	ncbi	Ray-finned Fish	Ray-finned Fish	Xiphophorus_birchmanni_associated	Xiphophorus_birchmanni_associated	BK066746.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GQ845445.1_66_1283_1	1599	466	0.178187176	TRUE	5.885664105	828	5.796570517	268.5405405	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	GQ845445.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GU117630.1_90_1307_1	1565	431	0.130690726	TRUE	5.842143827	855	5.776798464	277.2972973	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	GU117630.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GU117629.1_75_1292_1	1592	456	0.120224062	TRUE	5.990469488	840	5.930357457	272.4324324	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	GU117629.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
BK066462.1_78_1295_1	1702	577	0.065330822	TRUE	5.358090949	704	5.325425538	228.3243243	Taupapillomavirus	ncbi	Feline	Feline	Panthera	Panthera_associated	BK066462.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777359.2_144_1364_1	1663	530	0.107353025	TRUE	6.313423443	697	6.25974693	226.0540541	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777359.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777358.2_75_1295_1	1640	508	0.114852708	TRUE	5.488191009	674	5.430764655	218.5945946	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777358.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH972558.1_96_1316_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR952882.1_54_1274_1	1853	727	0.380292012	TRUE	6.300495703	296	6.110349697	96	Taphozous_melanopogon_associated	ncbi	Bat	Bat	Taphozous_melanopogon_associated	Taphozous_melanopogon_associated	OR952882.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
OQ274129.1_177_1397_1	1777	652	0.204834092	TRUE	5.945952332	620	5.843535286	201.0810811	Neophocaena_asiaeorientalis_associated	ncbi	Bat	Bat	Neophocaena_asiaeorientalis_associated	Neophocaena_asiaeorientalis_associated	OQ274129.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777167.2_90_1307_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH777163.2_93_1310_1	1503	366	0.166702028	TRUE	6.398830606	986	6.315479592	319.7837838	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777163.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777187.2_69_1286_1	1352	218	0.120327234	TRUE	6.450841837	946	6.39067822	306.8108108	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777187.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777251.2_69_1286_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH777212.2_90_1307_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH777158.2_90_1307_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX781284.1_135_1352_1	1548	413	0.135453534	TRUE	6.059028849	882	5.991302082	286.0540541	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	KX781284.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JX413110.1_144_1361_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M32305.1_60_1277_1	1641	514	0.059975758	TRUE	5.469047758	676	5.439059879	219.2432432	Betapapillomavirus	ncbi	Human	Human	Betapapillomavirus	Human_associated	M32305.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH172377.1_60_1277_1	1537	405	0.218851754	TRUE	5.891058321	867	5.781632444	281.1891892	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH172377.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588736.1_147_1364_1	1417	273	0.086096601	TRUE	6.825415797	1093	6.782367496	354.4864865	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588736.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777260.2_69_1289_1	1349	212	0.042526867	TRUE	6.432129183	942	6.410865749	305.5135135	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777260.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MW922427.1_63_1286_1	1914	789	0.578390962	TRUE	6.078961845	381	5.789766364	123.5675676	Tadarida_brasiliensis_associated	ncbi	Bat	Bat	Tadarida_brasiliensis_associated	Tadarida_brasiliensis_associated	MW922427.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777379.2_69_1292_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MW922428.1_90_1313_1	1913	785	0.142377598	TRUE	5.73467925	379	5.663490451	122.9189189	Tadarida_brasiliensis_associated	ncbi	Bat	Bat	Tadarida_brasiliensis_associated	Tadarida_brasiliensis_associated	MW922428.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
EF028290.1_57_1277_1	1658	532	0.222221576	TRUE	6.209417299	692	6.09830651	224.4324324	Betapapillomavirus	ncbi	Human	Human	Betapapillomavirus	Human_associated	EF028290.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
OR952896.1_138_1361_1	1911	790	0.450611735	TRUE	5.612894146	378	5.387588279	122.5945946	Chaerephon_plicatus_associated	ncbi	Bat	Bat	Chaerephon_plicatus_associated	Chaerephon_plicatus_associated	OR952896.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777310.1_69_1292_1	1350	213	0.207264343	TRUE	6.444361798	943	6.340729626	305.8378378	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777310.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777208.2_81_1304_1	1444	304	0.060239826	TRUE	6.449005663	1016	6.41888575	329.5135135	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777208.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777201.2_141_1364_1	1538	404	0.205760557	TRUE	6.019274011	869	5.916393732	281.8378378	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777201.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777238.1_81_1304_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH777309.2_66_1289_1	1450	312	0.088275292	TRUE	6.316387472	1017	6.272249826	329.8378378	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777309.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777302.1_105_1328_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH777162.2_81_1301_1	1409	266	0.154930893	TRUE	6.60576861	1085	6.528303163	351.8918919	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777162.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588723.1_75_1295_1	1345	207	0.162445861	TRUE	6.567925091	937	6.48670216	303.8918919	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588723.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777224.2_60_1280_1	1533	397	0.153329698	TRUE	6.156237207	889	6.079572358	288.3243243	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777224.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777258.2_69_1289_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH777245.2_69_1289_1	1349	211	0.138383957	TRUE	6.527986273	941	6.458794295	305.1891892	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777245.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KP692114.1_69_1289_1	1355	214	0.02137538	TRUE	6.54055142	949	6.52986373	307.7837838	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	KP692114.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GQ845446.1_96_1316_1	1664	528	0.070026009	TRUE	6.346655908	698	6.311642903	226.3783784	Betapapillomavirus	ncbi	Human	Human	Betapapillomavirus	Human_associated	GQ845446.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GQ246951.1_60_1280_1	1662	527	0.168197937	TRUE	6.354191669	696	6.270092701	225.7297297	Betapapillomavirus	ncbi	Human	Human	Betapapillomavirus	Human_associated	GQ246951.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
HM999993.1_84_1304_1	1445	306	0.148549127	TRUE	6.429754206	1013	6.355479643	328.5405405	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	HM999993.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JF966375.1_153_1373_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF304768.1_96_1316_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH777165.2_93_1286_1	1365	226	0.18154245	TRUE	6.661785714	934	6.571014489	302.9189189	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777165.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588773.1_72_1265_1	1339	200	0.137340928	TRUE	6.367587579	970	6.298917115	314.5945946	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588773.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777171.1_120_1313_1	1406	264	0.064303165	TRUE	6.642423554	1069	6.610271971	346.7027027	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777171.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777284.2_141_1334_1	1484	344	0.147496919	TRUE	6.590479868	1006	6.516731408	326.2702703	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777284.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
