V1_2	x10	n	curated
PP711991.1_84_1079_1	Eidolon_associated	6	y
PP711994.1_153_1355_1	Eidolon_associated	4	y
PQ037580.1_105_1286_1	Panolia_siamensis_associated	4	y
SRR10902309_46767_ka_f_48.102_L_46767_L_46767_126-1310_1	Ceratotherium_simum_associated	7	y
SRR11059661_1679_ka_f_1626.493_L_1679_L_1679_69-1193_1	Drosophila_melanogaster_associated	6	y
SRR11304755_285840_ka_f_48.945_L_433509_L_1056700_36-1250_1	Human_associated	6	y
SRR11569199_2444_ka_f_28.016_L_2444_L_2444_72-1277_1	Bovine_associated	6	y
SRR11657643_297240_ka_f_9.000_45-1235_1	Ovis_aries_associated	8	y
SRR11743604_76211_ka_f_13.063_L_59118_L_7554_0-1157_1	Malapterurus_electricus_associated	5	y
SRR11842090_13702_ka_f_15.282_75-1253_1	Bubalus_bubalis_associated	5	y
SRR11913441_2416_ka_f_26.942_L_2416_L_2416_57-1229_1	Bovine_associated	5	y
SRR11951209_2019_ka_f_41.343_L_74440_63-1286_1	Bufo_gargarizans_associated	8	y
SRR12232778_17800_ka_f_19.792_126-1328_1	Chalinolobus_gouldii_associated	10	y
SRR12330129_394673_ka_f_9.015_93-1262_1	Canis_lupus_associated	7	y
SRR12532606_97845_ka_f_49.909_L_16883_L_184004_60-1265_1	Carassius_gibelio_associated	6	y
SRR12566196_734_ka_f_562.169_L_734_L_734_150-1340_1	Thamnophilus_doliatus_associated	4	y
SRR12596806_17216_ka_f_11.744_L_17216_L_17216_75-1250_1	Prunus_mira_associated	3	y
SRR12604243_44526_ka_f_48.654_57-1349_1	Takydromus_septentrionalis_associated	4	y
SRR12694846_1322770_ka_f_909.011_L_1496445_L_1163554_105-1313_1	Human_associated	7	y
SRR12709220Score=638.922_Edges=4743_3963_3959_3195_967_965_1715_1799_1795_7945_7943_3565_4181_1601_833_7619_7447_8141_8137_7921_7919_1815_425_815_813_533_421_1177_1175_4119_2839_4243_1659_8167_5293_5289_4111_3947_3951_177_Position=26_Alignment=40M1I224M1D69M3D58M_ScaffoldSuperpaths=_	Human_associated	8	y
SRR12709222Score=635.655_Edges=797_2181_85_2259_Position=5298_Alignment=163M2I101M1D71M1D58M_ScaffoldSuperpaths=_	Human_associated	8	y
SRR12709424Score=638.389_Edges=331_333_251_751_483_1315_1665_893_235_229_25_433_289_1369_929_199_405_403_261_257_255_263_265_417_1357_1355_1629_1469_1723_661_435_437_1105_1425_1421_1389_521_1339_1127_1027_609_607_1095_1249_1109_1113_81_473_469_725_677_1233_1237_1239_275_77_75_1613_1609_Position=27_Alignment=40M1I224M1D71M1D58M_ScaffoldSuperpaths=_	Human_associated	5	y
SRR12709426Score=637.143_Edges=789_787_257_261_475_203_201_417_39_941_349_643_629_627_753_879_997_583_977_429_427_291_293_243_477_747_681_679_157_795_Position=27_Alignment=40M2I224M1D70M2D58M_ScaffoldSuperpaths=_	Human_associated	7	y
SRR12709759Score=649.158_Edges=16499_12093_12095_11383_11385_14385_17001_657_3885_15547_19555_17799_333_2917_6949_14467_14461_12633_6047_12231_12227_16989_14379_12339_19563_7391_10157_11913_19449_3219_17017_17015_13201_7811_8947_2291_5403_9775_9771_18425_9355_12395_12393_13879_5487_11663_9865_9867_4799_9399_15375_15373_14565_12163_6431_1045_1053_13911_13915_15219_12851_18705_15757_5383_5387_18329_14223_14219_5137_10131_8925_13941_13945_4339_9289_9295_411_407_16735_1495_1493_2915_8313_8311_10951_12259_14071_3383_4915_305_307_7645_2335_18941_9059_11789_11787_11657_14217_5001_4999_19925_13843_14291_11305_19651_3541_9199_15313_11691_13105_13425_13421_9017_17621_2849_2845_3187_3189_5971_893_899_10213_6499_6503_12567_3997_4183_4189_10117_14817_13137_7489_12523_12527_18331_3893_11001_9393_5201_5203_4099_3515_10363_5883_Position=457_Alignment=264M1D70M2D58M_ScaffoldSuperpaths=_	Human_associated	3	y
SRR12709941Score=646.052_Edges=99_14313_9877_15471_6969_6329_9633_169_11399_6493_8243_8245_7109_15125_4117_4111_12851_12857_4253_2209_12453_12449_7551_4221_6711_5809_5813_4533_5159_5157_15087_12891_14957_15361_15359_8781_8233_8235_2991_6629_11119_4151_1499_1497_349_7705_13831_13827_291_39_9079_9077_6959_6957_13037_5637_9215_9219_2553_4963_10283_10287_7841_393_15573_489_493_7581_11579_1283_2405_10155_8155_8157_12543_1403_1405_5639_14793_12377_14569_3943_13949_6219_6215_1599_8985_11195_141_11897_11901_5745_5749_9053_9055_191_7613_7611_6009_4493_12285_13853_11371_7095_11995_15467_4783_9743_9345_3097_3093_4557_10861_13319_1831_8639_8641_14737_12029_12031_14299_13217_2909_2001_6747_449_2907_10075_1167_13167_1775_15151_14795_8081_8075_12609_12053_12059_14235_10185_10187_591_10181_13489_Position=29_Alignment=40M1I75M1D148M1D71M1D58M_ScaffoldSuperpaths=_	Human_associated	10	y
SRR12709947Score=639.471_Edges=7473_6477_6479_6299_665_2075_7973_7975_8613_763_9157_2871_2877_1115_1113_6159_1483_1485_7829_8437_1399_1401_6445_5121_8559_8315_9005_5607_6687_3339_2117_6987_6985_1697_853_3925_2409_5863_5867_5981_5819_5821_4479_8041_3661_5497_2163_1245_907_5429_1175_507_6739_8371_8801_8803_5927_8989_8885_2879_7463_285_283_3941_1291_1295_3641_3637_2847_2555_2549_3681_6709_3703_6205_6201_2715_107_5807_5809_1327_6143_2453_8591_4615_2825_2827_2757_4557_2849_4551_4555_2841_8207_3363_4893_7557_6991_6995_Position=4_Alignment=265M1D68M3D58M_ScaffoldSuperpaths=_	Human_associated	10	y
SRR12851781_28432_ka_f_47.228_L_28432_L_28432_72-1259_1	Gadus_morhua_associated	8	y
SRR12903319Score=605.974_Edges=9_Position=1796_Alignment=121M1I143M4D66M3D58M_ScaffoldSuperpaths=_	Peromyscus_boylii_associated	4	y
SRR13233212_7133_ka_f_39.817_L_7133_L_7133_384-1571_1	Canis_lupus_associated	5	y
SRR13233423_322985_ka_f_9.137_48-1226_1	Canis_lupus_associated	6	y
SRR13234696_75487_ka_f_11.284_69-1247_1	Canis_lupus_associated	7	y
SRR13235192_177217_ka_f_211.739_L_177217_L_177217_96-1274_1	Canis_lupus_associated	6	y
SRR13235220_9564_ka_f_29.494_84-1268_1	Canis_lupus_associated	5	y
SRR13235485_155797_ka_f_23.230_L_1382895_69-1247_1	Canis_lupus_associated	7	y
SRR13318616_110537_ka_f_17.398_L_110537_L_110537_120-1298_1	Peromyscus_maniculatus_associated	6	y
SRR13376362_191915_ka_f_32.172_L_5951917_L_5951917_99-1271_1	Canis_lupus_associated	7	y
SRR13516717_19050_ka_f_61.571_L_19050_L_3319755_L_19050_120-1307_1	Saimiri_sciureus_associated	6	y
SRR13719170Score=558.191_Edges=3755_21127_Position=1750_Alignment=40M1I25M1I56M2I43M1D99M3D69M1I59M_ScaffoldSuperpaths=_	Falco_striatus_associated	3	y
SRR13725757_142_ka_f_20.411_L_142_L_142_60-1292_1	Human_associated	6	y
SRR13725758Score=657.656_Edges=321_53_223_Position=86_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_	Human_associated	10	y
SRR13725758_10806_ka_f_26.226_L_58212_L_142641_138-1349_1	Human_associated	6	y
SRR13725762Score=645.947_Edges=191_Position=3070_Alignment=40M1I81M1D41M1I95M7I8M2I70M1D58M_ScaffoldSuperpaths=_	Human_associated	3	y
SRR13725987Score=656.625_Edges=163_139_169_87_79_Position=2184_Alignment=40M1I81M1D136M10I8M2I70M2I59M_ScaffoldSuperpaths=_	Human_associated	4	y
SRR13725987Score=656.819_Edges=111_139_59_Position=3249_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_	Human_associated	5	y
SRR13726042_335_ka_f_49.303_L_335_L_335_90-1301_1	Human_associated	6	y
SRR13726052Score=622.119_Edges=26605_Position=3100_Alignment=40M2I82M2I144M1I70M2I59M_ScaffoldSuperpaths=_	Human_associated	6	y
SRR13726052_3951_ka_f_11.665_135-1340_1	Human_associated	6	y
SRR13765801_3416_ka_f_292.062_L_28033_L_49415_108-1295_1	Sarcophilus_harrisii_associated	5	y
SRR13765808_2079_ka_f_35.074_L_30389_L_33090_45-1220_1	Sarcophilus_harrisii_associated	5	y
SRR13783792_45920_ka_f_54.088_L_45920_L_45920_81-1304_1	Mustela_nivalis_associated	3	y
SRR13789197_116637_ka_f_85.005_L_116637_L_116637_135-1349_1	Human_associated	6	y
SRR13789197_34606_ka_f_102.683_L_34606_L_34606_129-1334_1	Human_associated	5	y
SRR13789207_6091_ka_f_194.471_L_6091_L_6091_90-1286_1	Human_associated	7	y
SRR13789230Score=658.143_Edges=119929_33345_26797_26801_Position=1827_Alignment=40M1I82M1I136M7I8M1I70M1D58M_ScaffoldSuperpaths=_	Human_associated	5	y
SRR13789294Score=652.131_Edges=72033_19079_25207_Position=741_Alignment=40M1I82M1I136M10I8M1I70M2I59M_ScaffoldSuperpaths=_	Human_associated	8	y
SRR13789449Score=660.755_Edges=235_15_19_Position=3165_Alignment=40M1I82M1I136M10I8M1I70M2I59M_ScaffoldSuperpaths=_	Human_associated	5	y
SRR13789504Score=654.421_Edges=14615_8909_26497_26495_Position=24_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_	Human_associated	4	y
SRR13789780Score=650.309_Edges=57_155_159_5_137_Position=704_Alignment=40M1I81M1D41M1I95M7I8M1I70M1D58M_ScaffoldSuperpaths=_	Human_associated	3	y
SRR13789793Score=653.127_Edges=38571_71023_71019_22307_Position=1501_Alignment=40M1I81M1D40M1D95M10I8M1I70M2I59M_ScaffoldSuperpaths=_	Human_associated	8	y
SRR13789819_305835_ka_f_12.374_0-1184_1	Human_associated	6	y
SRR13789839_2669_ka_f_16.185_138-1343_1	Human_associated	5	y
SRR13789912_29274_ka_f_18.312_L_29274_L_29274_72-1274_1	Human_associated	7	y
SRR13790114_165814_ka_f_21.882_L_165814_L_165814_L_431254_99-1310_1	Human_associated	6	y
SRR13790117_6058_ka_f_97.491_L_591471_L_699116_87-1301_1	Human_associated	8	y
SRR13790126Score=623.385_Edges=119_Position=3328_Alignment=40M2I82M1I144M3I70M4I59M_ScaffoldSuperpaths=_	Human_associated	4	y
SRR14086904Score=633.337_Edges=5_21_13_Position=1488_Alignment=40M2I296M1D58M_ScaffoldSuperpaths=_	Rattus_norvegicus_associated	3	y
SRR14086904Score=635.027_Edges=9_21_17_Position=5581_Alignment=264M1D70M2D58M_ScaffoldSuperpaths=_	Rattus_norvegicus_associated	4	y
SRR14146226Score=622.755_Edges=7_5_7_Position=6984_Alignment=40M1D80M1I143M4D68M1D58M_ScaffoldSuperpaths=_	Peromyscus_maniculatus_associated	2	y
SRR14611555_2230_ka_f_23.050_L_2230_L_2230_267-1421_1	Atlantic_associated	4	y
SRR14731645_238372_ka_f_15.795_L_9849982_L_4506929_45-1199_1	Ptychadena_neumanni_associated	8	y
SRR14731645_254385_ka_f_11.562_L_9849982_L_4506929_45-1166_1	Ptychadena_neumanni_associated	9	y
SRR14739427_12287_ka_f_6.746_45-1229_1	Spilogale_pygmaea_associated	7	y
SRR14825066_194_ka_f_7.867_60-1280_1	Human_associated	8	y
SRR14825199_4094_ka_f_48.715_75-1280_1	Human_associated	5	y
SRR14860617_1712913_ka_f_7.098_57-1262_1	Desmodus_rotundus_associated	5	y
SRR14864762_78661_ka_f_51.944_L_78661_L_78661_102-1349_1	Phrynocephalus_versicolor_associated	3	y
SRR14864799_19801_ka_f_63.606_L_19801_L_19801_102-1316_1	Phrynocephalus_versicolor_associated	4	y
SRR14864829_83990_ka_f_8.315_102-1340_1	Phrynocephalus_versicolor_associated	3	y
SRR15046105_1835_ka_f_6.093_0-1106_1	Danio_rerio_associated	7	y
SRR15442792_2125_ka_f_210.967_L_2125_L_2125_78-1253_1	Human_associated	3	y
SRR15899493_12438_ka_f_39.066_L_12438_L_12438_78-1307_1	Human_associated	5	y
SRR16268598_38627_ka_f_75.350_L_49149_L_96116_L_49149_L_96116_57-1226_1	Hypophthalmichthys_nobilis_associated	6	y
SRR16611435_9052_ka_f_192.566_L_9052_L_9052_249-1427_1	Peromyscus_maniculatus_associated	6	y
SRR16937311_42765_ka_f_11.800_L_42765_L_42765_45-1244_1	Bos_taurus_associated	3	y
SRR17035102_23469_ka_f_64.311_L_1444328_L_1041166_111-1286_1	Cervus_nippon_associated	4	y
SRR17035102_50223_ka_f_8.719_L_1041166_150-1334_1	Cervus_nippon_associated	4	y
SRR17035106_10706_ka_f_7.078_L_550708_54-1220_1	Cervus_nippon_associated	7	y
SRR17035106_3316_ka_f_20.135_L_550708_L_550708_54-1202_1	Cervus_nippon_associated	5	y
SRR17035106_825_ka_f_7.191_54-1217_1	Cervus_nippon_associated	7	y
SRR17035119_206180_ka_f_32.241_L_206180_L_206180_144-1319_1	Cervus_nippon_associated	4	y
SRR17481190_13325_ka_f_16.783_51-1250_1	Erinaceus_amurensis_associated	4	y
SRR17548765_1555673_ka_f_17.784_L_1555673_L_1555673_93-1310_1	Human_associated	6	y
SRR18292739Score=630.047_Edges=70263_54221_Position=43_Alignment=40M2I81M2I145M1I70M2I59M_ScaffoldSuperpaths=_	Gammapapillomavirus	3	y
SRR18312696_386168_ka_f_9.926_147-1319_1	Giraffa_reticulata_associated	7	y
SRR18363241_159223_ka_f_54.618_L_159223_L_159223_120-1331_1	Phyllomedusa_bahiana_associated	8	y
SRR18400216_50961_ka_f_12.009_L_50961_L_50961_60-1238_1	Canis_lupus_associated	7	y
SRR18400698_20537_ka_f_106.301_84-1268_1	Canis_lupus_associated	7	y
SRR18442637_22623_ka_f_25.635_L_22623_L_22623_207-1391_1	Canis_lupus_associated	8	y
SRR18767723_150562_ka_f_12.353_L_150562_L_150562_93-1280_1	Accipiter_nisus_associated	5	y
SRR19115560_2307_ka_f_39.696_54-1280_1	Vespertilio_murinus_associated	10	y
SRR19117908_684125_ka_f_6.962_93-1262_1	Budorcas_taxicolor_associated	2	y
SRR19145070_36999_ka_f_4.400_114-1325_1	Human_associated	6	y
SRR19174516_188544_ka_f_9.245_L_9720909_L_9720909_111-1298_1	Phacochoerus_africanus_associated	5	y
SRR19174522_234245_ka_f_33.027_L_234245_L_234245_138-1340_1	Phacochoerus_africanus_associated	4	y
SRR19174523_80317_ka_f_69.245_L_80317_L_80317_111-1304_1	Phacochoerus_africanus_associated	5	y
SRR19174525_18408_ka_f_51.839_L_18408_L_18408_72-1262_1	Phacochoerus_africanus_associated	4	y
SRR19174533_28675_ka_f_31.607_L_28675_L_28675_L_2154721_93-1325_1	Phacochoerus_africanus_associated	5	y
SRR19430023Score=255.782_Edges=55_77_81_13_3_43_Position=552_Alignment=40M2D35M1D33M15D32M18I18M3I19M1D15M3I48M13D63M7D53M_ScaffoldSuperpaths=_	Ptychadena_nilotica_associated	5	y
SRR19430196_31104_ka_f_22.247_L_31104_L_31104_45-1151_1	Ptychadena_beka_associated	8	y
SRR19431669_13553_ka_f_143.093_L_13553_L_13553_84-1274_1	Dendrortyx_leucophrys_associated	6	y
SRR19505656_591_ka_f_215.496_L_591_L_591_69-1247_1	Tick_associated	8	y
SRR19545148_51759_ka_f_10.697_72-1250_1	Rangifer_tarandus_association	3	y
SRR19545153_36443_ka_f_11.512_L_6102814_L_6102814_141-1331_1	Rangifer_tarandus_association	4	y
SRR19742209_1126578_ka_f_8.421_123-1298_1	Human_associated	6	y
SRR20028133_10902_ka_f_10.424_150-1364_1	Human_associated	6	y
SRR2005651_2957_ka_f_13.700_93-1310_1	Human_associated	8	y
SRR20078264_4021_ka_f_10.293_L_4021_L_4021_66-1346_1	Oncorhynchus_mykiss_associated	5	y
SRR2063933_4622_ka_f_126.183_L_96694_L_143090_L_182007_L_182014_171-1364_1	Rhinolophus_hipposideros_associated	8	y
SRR2063938_281_ka_f_16.593_L_2781_57-1235_1	Rhinolophus_pusillus_associated	6	y
SRR20701368_3697_ka_f_81.159_L_390569_L_423575_L_243499_45-1184_1	Lithobates_catesbeianus_associated	8	y
SRR20730026_148687_ka_f_19.885_L_148687_L_148687_63-1232_1	Peromyscus_maniculatus_associated	3	y
SRR20730051_44728_ka_f_40.928_87-1271_1	Peromyscus_maniculatus_associated	7	y
SRR20985014_1849650_ka_f_6.000_93-1253_1	Ursus_americanus_associated	6	y
SRR21231055_24198_ka_f_9.843_L_16273_L_114049_48-1304_1	Paralichthys_olivaceus_associated	7	y
SRR21770678_48369_ka_f_39.976_261-1445_1	Canis_lupus_associated	7	y
SRR21974026_749998_ka_f_15.960_L_310508_126-1334_1	Human_associated	5	y
SRR22028468_199653_ka_f_18.451_L_199653_L_199653_69-1301_1	Dibamus_deharvengi_associated	4	y
SRR22071722_15320_ka_f_12.517_57-1232_1	Leopoldamys_edwardsi_associated	6	y
SRR22071730_45049_ka_f_8.371_L_190961_45-1238_1	Rattus_tanezumi_associated	6	y
SRR22103697_35462_ka_f_9.672_126-1304_1	Bos_taurus_associated	6	y
SRR22213301_62214_ka_f_769.918_L_62214_L_62214_81-1265_1	Chionodraco_hamatus_associated	8	y
SRR22462927_6462_ka_f_74.837_L_6462_L_427133_L_6462_216-1367_1	Humanpapillomavirustypes	7	y
SRR22679053_21748_ka_f_47.037_L_21748_L_21748_120-1298_1	Bubalus_bubalis_associated	5	y
SRR22691042_22193_ka_f_110.076_66-1250_1	Oophaga_sylvatica_associated	8	y
SRR22765759_6891_ka_f_9.226_57-1259_1	Human_associated	7	y
SRR23881938_1424_ka_f_40.518_L_6168_L_88190_L_31592_57-1223_1	Bos_taurus_associated	6	y
SRR24111646_5467979_ka_f_182.953_L_32486780_L_7167075_36-1259_1	Zhangixalus_dugritei_associated	8	y
SRR24184635SRR24184635Score=265.377_Edges=3_Position=4776_Alignment=38M6D26M1D44M13D30M17I18M7I19M1D15M3I46M14D64M8D52M_ScaffoldSuperpaths=_	Zhangixalus_dugritei_associated	4	y
SRR24184640_192549_ka_f_20.737_L_192549_L_192549_42-1178_1	Zhangixalus_hui_associated	8	y
SRR24465286_394658_ka_f_52.210_L_394658_L_394658_132-1316_1	Urocyon_cinereoargenteus_associated	8	y
SRR24719138_20345_ka_f_25.949_L_20345_L_20345_L_46153_45-1142_1	Ptychadena_erlangeri_associated	8	y
SRR24719200_30273_ka_f_18.600_45-1145_1	Ptychadena_cooperi_associated	9	y
SRR24724859Score=266.687_Edges=3_Position=4111_Alignment=6M1I32M5D34M1D43M1D36M25I42M5I11M13I48M2D75M5I15M2I44M_ScaffoldSuperpaths=_	Desmognathus_cheaha_associated	9	y
SRR24724941_48294_ka_f_26.790_L_48294_L_48294_57-1349_1	Desmognathus_kanawha_associated	10	y
SRR24725051_117114_ka_f_11.573_L_6115604_L_1268227_18-1334_1	Desmognathus_mavrokoilius_associated	10	y
SRR24725051_232888_ka_f_26.173_L_6115604_L_1268227_18-1307_1	Desmognathus_mavrokoilius_associated	10	y
SRR24955661_163566_ka_f_44.762_L_163566_L_163566_L_5985605_81-1262_1	Bovine_associated	6	y
SRR24956076Score=604.876_Edges=7_5_13_Position=227_Alignment=121M1D41M2I102M1D69M3D57M_ScaffoldSuperpaths=_	Bovine_associated	4	y
SRR24956127_83390_ka_f_73.617_L_2035661_L_525791_L_2357662_45-1277_1	Bovine_associated	5	y
SRR24956270_4526557_ka_f_13.147_69-1256_1	Bovine_associated	3	y
SRR24963189_595549_ka_f_11.298_60-1229_1	Bovine_associated	3	y
SRR24963196_123050_ka_f_20.394_L_4782298_L_4782298_60-1247_1	Bovine_associated	4	y
SRR24963268_167972_ka_f_13.166_126-1298_1	Bovine_associated	3	y
SRR24963419_788594_ka_f_21.217_L_788594_L_788594_120-1316_1	Bovine_associated	4	y
SRR24963462_472035_ka_f_43.001_L_284264_L_134496_144-1322_1	Bovine_associated	7	y
SRR24963500_872656_ka_f_72.334_L_1790974_L_490046_L_3516911_126-1328_1	Bovine_associated	6	y
SRR25256522Score=617.495_Edges=13_185_143_167_169_79_77_119_41_161_177_Position=39_Alignment=40M1D80M2I131M1I14M2I70M1D58M_ScaffoldSuperpaths=_	Manidae_associated	7	y
SRR25256522Score=624.477_Edges=113_Position=2185_Alignment=40M1D225M1I68M3D58M_ScaffoldSuperpaths=_	Manidae_associated	5	y
SRR25256522_663139_ka_f_8.130_246-1421_1	Manidae_associated	5	y
SRR25256528_292062_ka_f_517.540_L_292062_L_292062_477-1652_1	Manidae_associated	5	y
SRR25256529Score=612.094_Edges=41_67_15_11_81_Position=39_Alignment=40M1D80M2I40M2D89M1I14M4I70M1D58M_ScaffoldSuperpaths=_	Manidae_associated	7	y
SRR25256529_228985_ka_f_11.800_L_1739997_L_3462011_0-1124_1	Manidae_associated	7	y
SRR25256535_79630_ka_f_302.271_L_79630_L_79630_93-1283_1	Manidae_associated	6	y
SRR25256542_15341_ka_f_16.988_L_15341_L_15341_45-1244_1	Manidae_associated	7	y
SRR25256551Score=618.247_Edges=3_Position=3960_Alignment=40M1D80M2I131M1I14M1I70M1D58M_ScaffoldSuperpaths=_	Manidae_associated	6	y
SRR25256569_9341_ka_f_455.319_L_9341_L_9341_54-1244_1	Manidae_associated	7	y
SRR25256578Score=613.569_Edges=19_37_43_23_89_77_45_35_9_15_17_31_29_93_Position=459_Alignment=40M1D225M1I68M3D58M_ScaffoldSuperpaths=_	Manidae_associated	5	y
SRR25256604_400055_ka_f_8.014_279-1412_1	Manidae_associated	5	y
SRR25256616Score=599.287_Edges=3_Position=3275_Alignment=40M1D80M3I41M1D95M3I8M2I70M1D58M_ScaffoldSuperpaths=_	Manidae_associated	3	y
SRR25256617_433822_ka_f_28.843_L_433822_L_433822_51-1241_1	Manidae_associated	7	y
SRR25288481_627694_ka_f_41.173_L_743053_L_816730_0-1163_1	Rhinolophus_affinis_associated	10	y
SRR25288489_79383_ka_f_18.365_L_220645_L_1036691_75-1256_1	Rhinolophus_sinicus_associated	10	y
SRR25288506_3447_ka_f_17.050_L_199506_L_208658_L_471264_0-1163_1	Rhinolophus_ferrumequinum_associated	10	y
SRR25288535_46_ka_f_23.142_L_46_L_46_102-1301_1	Myotis_altarium_associated	7	y
SRR25288600_363618_ka_f_9.208_0-1166_1	Rousettus_leschenaultii_associated	4	y
SRR25288616_24264_ka_f_34.714_L_10978_L_257429_L_282283_54-1256_1	Scotophilus_kuhlii_associated	9	y
SRR25288642_5514_ka_f_23.530_L_368646_L_592156_60-1244_1	Tylonycteris_pachypus_associated	9	y
SRR25288680_306181_ka_f_14.144_63-1256_1	Hipposideros_pomona_associated	10	y
SRR25288684_1262_ka_f_23.602_L_454327_L_604740_54-1283_1	Taphozous_melanopogon_associated	5	y
SRR25288688_374483_ka_f_42.620_L_545654_L_959202_L_2023210_81-1289_1	Tylonycteris_robustula_associated	9	y
SRR25288726_79248_ka_f_17.972_L_715767_102-1313_1	Tylonycteris_pachypus_associated	8	y
SRR25288745_195054_ka_f_12.522_L_100283_138-1340_1	Rhinolophus_sinicus_associated	7	y
SRR25288749_19367_ka_f_35.520_L_59024_75-1256_1	Rhinolophus_associated	10	y
SRR25288751_220243_ka_f_18.475_L_240373_L_299617_0-1148_1	Myotis_chinensis_associated	5	y
SRR25288757_173498_ka_f_10.989_264-1448_1	Pipistrellus_associated	7	y
SRR25288757_173966_ka_f_21.811_51-1232_1	Pipistrellus_associated	5	y
SRR25288764_13700_ka_f_14.295_72-1253_1	Mops_plicatus_associated	6	y
SRR25288764_21803_ka_f_13.960_L_74389_195-1427_1	Mops_plicatus_associated	5	y
SRR25288764_68983_ka_f_24.067_297-1475_1	Mops_plicatus_associated	6	y
SRR25288767_525095_ka_f_55.303_L_1485400_L_3122939_L_1537365_L_1537366_9-1205_1	Rhinolophus_ferrumequinum_associated	7	y
SRR25288772_123409_ka_f_11.359_L_546643_L_737410_0-1142_1	Rhinolophus_ferrumequinum_associated	10	y
SRR25288772_849_ka_f_30.102_L_382650_L_410344_L_855875_138-1340_1	Rhinolophus_ferrumequinum_associated	7	y
SRR25288804Score=592.223_Edges=9_5_7_Position=261_Alignment=40M3I81M2I41M1I90M1I12M4D127M_ScaffoldSuperpaths=_	Hipposideros_larvatus_associated	5	y
SRR25288807_3102_ka_f_8.247_L_219014_L_1167937_L_358654_60-1250_1	Hipposideros_larvatus_associated	10	y
SRR25288812_51618_ka_f_30.042_L_245218_L_20800_81-1295_1	Scotophilus_kuhlii_associated	9	y
SRR25288812_64671_ka_f_12.646_L_920186_L_1036499_0-1157_1	Scotophilus_kuhlii_associated	8	y
SRR25288821_144875_ka_f_14.028_L_326243_51-1169_1	Scotophilus_kuhlii_associated	8	y
SRR25288825_178043_ka_f_12.430_L_814548_L_733799_117-1298_1	Rhinolophus_associated	9	y
SRR25288841_297484_ka_f_17.365_L_351892_L_416489_138-1334_1	Rhinolophus_affinis_associated	10	y
SRR25288841_314141_ka_f_14.768_L_311170_L_463990_L_620599_L_1765121_87-1283_1	Rhinolophus_affinis_associated	10	y
SRR25318379_54138_ka_f_56.641_L_585297_L_2087517_L_880589_L_2552958_102-1286_1	Ixodes_ovatus_associated	7	y
SRR25460196Score=636.678_Edges=131_157_Position=72_Alignment=40M1I81M1D136M7I6M2D69M2D58M_ScaffoldSuperpaths=_	Human_associated	3	y
SRR25460196Score=640.83_Edges=133_161_81_Position=72_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_	Human_associated	4	y
SRR25648973_196396_ka_f_20.349_L_196396_L_196396_57-1238_1	Falco_sparverius_associated	8	y
SRR2565926Score=648.469_Edges=23_21_17_Position=7119_Alignment=40M2I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_	Human_associated	5	y
SRR25662783Score=530.687_Edges=3_3_Position=6988_Alignment=40M1I25M1I97M1D101M4D68M2I59M_ScaffoldSuperpaths=_	Aquila_gurneyi_associated	8	y
SRR25664442Score=559.533_Edges=67_63_11_3_51_55_39_37_19_13_Position=340_Alignment=40M1I25M1I56M2I41M2D100M3D69M2I59M_ScaffoldSuperpaths=_	Accipiter_madagascariensis_associated	2	y
SRR25737668_148436_ka_f_19.526_L_3521022_L_3112325_15-1250_1	Podarcis_muralis_associated	4	y
SRR25737668_153243_ka_f_41.491_L_3521022_L_3112325_15-1247_1	Podarcis_muralis_associated	4	y
SRR25936516_7739_ka_f_10.514_L_22578_60-1265_1	Human_associated	7	y
SRR26070879_529058_ka_f_45.946_L_7114440_228-1403_1	Myodes_glareolus_associated	6	y
SRR26208200_830113_ka_f_53.281_L_1001689_L_843656_63-1280_1	Human_associated	8	y
SRR26349144_512_ka_f_268.385_L_76358_L_402254_L_31276_L_436373_51-1238_1	Cyclopterus_lumpus_associated	8	y
SRR26395417_738037_ka_f_198.467_L_738037_L_738037_138-1337_1	Potamochoerus_larvatus_associated	3	y
SRR26395441_306738_ka_f_12.615_L_306738_L_306738_144-1340_1	Potamochoerus_larvatus_associated	5	y
SRR26397420Score=620.079_Edges=11_3_19_Position=0_Alignment=40M3I81M3I42M2I171M3D58M_ScaffoldSuperpaths=_	Rhinolophus_thomasi_associated	5	y
SRR26638132Score=625.623_Edges=41_21_127_67_Position=31_Alignment=40M2I81M1D41M1I95M7I8M1I69M2D57M1D_ScaffoldSuperpaths=_	Human_associated	9	y
SRR26728132Score=631.334_Edges=3_Position=3239_Alignment=40M1I218M3I6M3D69M2I59M_ScaffoldSuperpaths=_	Human_associated	3	y
SRR26848396_1981_ka_f_502.798_L_14120_L_14206_L_42309_L_43496_120-1310_1	Human_associated	7	y
SRR27078527_32249_ka_f_5.800_90-1289_1	Human_associated	9	y
SRR3672741_4018_ka_f_2750.056_L_29840_L_29841_L_7655_L_16227_51-1226_1	Sciurus_vulgaris_associated	7	y
SRR4075526_1936_ka_f_67.737_L_61202_L_61219_51-1268_1	Horse_associated	4	y
