Newick_label	status
BK066436-1_54_1310_1	Cynoglossus semilaevis
BK066746-1_54_1271_1	Xiphophorus birchmanni
MZ244208-1_57_1235_1	Urolophus aurantiacus
BK066884-1_180_1280_1	Ambystoma mexicanum
MW582900-1_141_1166_1	Rhinella marina
BK066762-1_57_1157_1	Leptobrachium leishanense
BK066795-1_45_1154_1	Leptobrachium leishanense
BK066841-1_57_1214_1	Rana jiemuxiensis
BK066894-1_9_1235_1	Rana jiemuxiensis
BK066313-1_45_1187_1	Rana jiemuxiensis
MK207055-1_54_1259_1	Hemidactylus frenatus
MN194600-1_54_1250_1	Hemidactylus frenatus
MW582922-1_81_1253_1	Archaeolacerta bedriagae
BK066718-1_69_1232_1	Podarcis guadarramae
EU493092-1_87_1277_1	Caretta caretta
EU493091-1_72_1262_1	Chelonia mydas
MW888448-1_51_1190_1	Anas platyrhynchos
KJ452243-1_54_1178_1	Fulmarus glacialis
KX276956-1_159_1352_1	Eidolon helvum
KX276957-1_117_1319_1	Eidolon helvum
PP711994-1_153_1355_1	Eidolon helvum
PP711990-1_141_1340_1	Rousettus aegyptiacus
DQ366842-1_138_1334_1	Rousettus aegyptiacus
OQ746290-1_54_1238_1	Enhydra lutris kenyoni papillomavirus 2
BK066786-1_51_1235_1	Papillomavirus barbastella7824
BK066692-1_51_1256_1	Papillomavirus molossus8005
BK066831-1_93_1304_1	Papillomavirus molossus8160
BK066597-1_516_1694_1	Papillomavirus molossus7687
MK124621-1_78_1310_1	Tick-associated papillomavirus lsx
OP933686-1_87_1274_1	Fish-associated papillomavirus 1
MZ602149-1_66_1355_1	Wesgulfec papillomavirus
BK066885-1_96_1292_1	Papillomavirus sparus5623
A07020-1_123_1298_1	Homo sapiens
